"Year","Session Date/Time","Date/Time","Species Code","Fence Trap","CCL(mm)","PL(mm)","Mass(g)","Sex","Dead?","Comments","Recapture","Toe-clip Code","SVL(mm)","VTL(mm)","Regen Tail?","OTL(mm)","Hatchling?","Predator?","ARAN","AUCH","BLAT","CHIL","COLE","CRUS","DERM","DIEL","DIPT","HETE","HYMA","HYMB","LEPI","MANT","ORTH","PSEU","SCOR","SOLI","THYS","UNKI","MICRO","HD-body"
"2014","2014/04/03 00:42:00","2014/04/03 00:42:00","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/04/03 00:23:00","2014/04/03 00:23:02","ASTI","C4","N/A","N/A","3","F","false","N/A","true","B4C1","57","131","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/03 00:23:00","2014/04/03 00:23:01","UTST","A1","N/A","N/A","5","F","false","gravid","true","B2C1","52","86","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/03 00:23:00","2014/04/03 00:23:00","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/04/02 01:16:00","2014/04/02 01:16:00","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/04/02 00:53:00","2014/04/02 00:53:02","ASTI","A4","N/A","N/A","3.5","F","false","N/A","false","B4C1","55","129","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/02 00:53:00","2014/04/02 00:53:01","COVA","A4","N/A","N/A","3.5","M","false","N/A","false","A4","68","56","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/02 00:53:00","2014/04/02 00:53:00","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","N/A"
"2014","2014/04/02 00:36:00","2014/04/02 00:36:00","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/04/02 00:28:00","2014/04/02 00:28:00","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","N/A"
"2014","2014/04/01 01:33:00","2014/04/01 01:33:00","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/04/01 01:25:00","2014/04/01 01:25:00","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","N/A"
"2014","2014/04/01 00:53:00","2014/04/01 00:53:03","UTST","A4","N/A","N/A","5","M","false","N/A","true","A5D2","56","63","true","27","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/01 00:53:00","2014/04/01 00:53:02","ASTI","A1","N/A","N/A","11.5","M","false","N/A","true","B3C5","81","197","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/01 00:53:00","2014/04/01 00:53:01","ASTI","C2","N/A","N/A","8","M","false","tail partially broken at 67mm ","true","B3D2","71","159","true","72","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/01 00:53:00","2014/04/01 00:53:00","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/04/01 00:24:00","2014/04/01 00:24:04","ASTI","B4","N/A","N/A","10.5","F","false","N/A","true","B2C2","80","170","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/01 00:24:00","2014/04/01 00:24:03","ASTI","A1","N/A","N/A","11.5","M","false","N/A","false","B3D5","75","205","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/01 00:24:00","2014/04/01 00:24:02","ASTI","C3","N/A","N/A","13","M","false","unsure about sex","false","B3D3","73","165","true","44","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/01 00:24:00","2014/04/01 00:24:01","ASTI","B2","N/A","N/A","11","M","false","N/A","true","B2D3","75","186","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/04/01 00:24:00","2014/04/01 00:24:00","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/21 01:25:00","2014/03/21 01:25:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","N/A"
"2014","2014/03/21 01:05:00","2014/03/21 01:05:02","UTST","B4","N/A","N/A","5","M","false","N/A","true","B1D1","56","40","true","40","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/21 01:05:00","2014/03/21 01:05:01","SPTE","A4","N/A","N/A","N/A","F","false",">100g","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/21 01:05:00","2014/03/21 01:05:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/21 00:38:00","2014/03/21 00:38:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/21 00:27:00","2014/03/21 00:27:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/20 01:34:00","2014/03/20 01:34:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","N/A"
"2014","2014/03/20 01:17:00","2014/03/20 01:17:03","UTST","B4","N/A","N/A","5.5","M","false","N/A","true","B1D1","56","40","true","40","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/20 01:17:00","2014/03/20 01:17:02","PEFL","A1","N/A","N/A","11","U","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/20 01:17:00","2014/03/20 01:17:01","UTST","A4","N/A","N/A","4.5","M","false","N/A","true","A5D3","55","79","true","21","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/20 01:17:00","2014/03/20 01:17:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","N/A"
"2014","2014/03/20 00:52:00","2014/03/20 00:52:02","PEFL","B4","N/A","N/A","8.5","U","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/20 00:52:00","2014/03/20 00:52:01","ASTI","C4","N/A","N/A","8","M","false","N/A","false","B3D2","72","162","true","72","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/20 00:52:00","2014/03/20 00:52:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/20 00:28:00","2014/03/20 00:28:03","UTST","A2","N/A","N/A","6","M","false","N/A","true","B1D5","56","106","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/20 00:28:00","2014/03/20 00:28:02","ASTI","C3","N/A","N/A","8.5","F","false","N/A","false","B3D1","75","186","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/20 00:28:00","2014/03/20 00:28:01","UTST","C2","N/A","N/A","5","F","false","N/A","false","A3B1C1","55","44","true","18","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/20 00:28:00","2014/03/20 00:28:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/19 01:12:00","2014/03/19 01:12:04","ASTI","C2","N/A","N/A","11","M","false","N/A","false","B3C5","75","188","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/19 01:12:00","2014/03/19 01:12:03","UTST","B3","N/A","N/A","7","M","false","N/A","true","A5B1","61","103","true","71","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/19 01:12:00","2014/03/19 01:12:02","ASTI","A1","N/A","N/A","13","M","false","N/A","false","B3C3","77","153","true","85","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/19 01:12:00","2014/03/19 01:12:01","UTST","A2","N/A","N/A","4","F","false","N/A","true","B1C3","53","75","true","48","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/19 01:12:00","2014/03/19 01:12:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/19 00:59:00","2014/03/19 00:59:01","UTST","C2","N/A","N/A","6","M","false","N/A","true","B1C5","57","103","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/19 00:59:00","2014/03/19 00:59:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/19 00:36:00","2014/03/19 00:36:01","UTST","A3","N/A","N/A","6","M","false","N/A","true","B1C5","56","103","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/19 00:36:00","2014/03/19 00:36:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/19 00:13:00","2014/03/19 00:13:03","UTST","A1","N/A","N/A","3","F","false","N/A","true","A3D3","47","53","true","16","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/19 00:13:00","2014/03/19 00:13:02","UTST","A1","N/A","N/A","4.5","M","false","N/A","false","B1D2","53","97","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/19 00:13:00","2014/03/19 00:13:01","UTST","A1","N/A","N/A","5","M","false","N/A","true","B1D1","56","40","true","40","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/19 00:13:00","2014/03/19 00:13:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","N/A"
"2014","2014/03/18 01:47:00","2014/03/18 01:47:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/18 01:25:00","2014/03/18 01:25:03","UTST","B4","N/A","N/A","5","M","false","accidentally broke tail","false","B1D1","56","40","true","40","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/18 01:25:00","2014/03/18 01:25:02","UTST","B4","N/A","N/A","2.5","F","false","N/A","true","A3D3","48","53","true","16","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/18 01:25:00","2014/03/18 01:25:01","ASTI","A1","N/A","N/A","10.5","M","false","N/A","true","C3D2","80","206","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/18 01:25:00","2014/03/18 01:25:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/18 00:57:00","2014/03/18 00:57:02","ASTI","A2","N/A","N/A","7.5","F","false","N/A","false","B3C2","79","175","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/18 00:57:00","2014/03/18 00:57:01","UTST","A1","N/A","N/A","4","F","false","N/A","true","B1C3","53","78","true","48","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/18 00:57:00","2014/03/18 00:57:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/18 00:31:00","2014/03/18 00:31:04","UTST","C4","N/A","N/A","6","M","false","N/A","true","B1C5","58","105","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/18 00:31:00","2014/03/18 00:31:03","UTST","C4","N/A","N/A","4","F","false","N/A","true","B2C1","53","85","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/18 00:31:00","2014/03/18 00:31:02","UTST","A1","N/A","N/A","6","M","false","N/A","true","B1D5","55","106","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/18 00:31:00","2014/03/18 00:31:01","ASTI","B2","N/A","N/A","10","M","false","N/A","true","B2D3","75","187","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/18 00:31:00","2014/03/18 00:31:00","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/03/17 01:11:00","2014/03/17 01:11:00","ASTI","A1","N/A","N/A","N/A","U","true","drowned","false","N/A","N/A","N/A","false","N/A","true","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/03/17 00:39:00","2014/03/17 00:39:00","UTST","A1","N/A","N/A","N/A","F","true","drowned","true","B1D2","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/02/21 00:07:00","2014/02/21 00:07:01","UTST","B4","N/A","N/A","4.5","F","false","N/A","true","A2C3","51","83","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/02/21 00:07:00","2014/02/21 00:07:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/20 23:52:00","2014/02/20 23:52:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/20 23:35:00","2014/02/20 23:35:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/20 23:26:00","2014/02/20 23:26:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/20 00:13:00","2014/02/20 00:13:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/20 00:05:00","2014/02/20 00:05:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/19 23:41:00","2014/02/19 23:41:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/19 23:30:00","2014/02/19 23:30:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/19 00:12:00","2014/02/19 00:12:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/19 00:03:00","2014/02/19 00:03:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/18 23:48:00","2014/02/18 23:48:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/18 23:35:00","2014/02/18 23:35:01","UTST","B2","N/A","N/A","5","M","false","N/A","true","A2C5","55","57","true","19","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/02/18 23:35:00","2014/02/18 23:35:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","N/A"
"2014","2014/02/18 00:22:00","2014/02/18 00:22:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/18 00:15:00","2014/02/18 00:15:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","2","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/17 23:47:00","2014/02/17 23:47:02","PEFL","A1","N/A","N/A","8","U","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/02/17 23:47:00","2014/02/17 23:47:01","UTST","B4","N/A","N/A","7","M","false","N/A","true","A2B2","61","109","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/02/17 23:47:00","2014/02/17 23:47:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/17 23:31:00","2014/02/17 23:31:00","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2014","2014/02/14 00:17:00","2014/02/14 00:17:02","UTST","A3","N/A","N/A","6.5","M","false","N/A","true","A2D1","59","104","true","103","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2014","2014/02/14 00:17:00","2014/02/14 00:17:01","UTST","A3","N/A","N/A","7","M","false","N/A","true","A2B2","61","105","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
